datetime,daily_active_addresses,network_growth,age_destroyed,average_token_age_consumed_in_days,transaction_volume,velocity,circulation_1d,daily_active_deposits,github_activity,exchange_funds_flow,priceBtc,priceUsd
2019-04-14,555.0,171.0,15320167.620518066,12.754443368563708,1201163.1694001,2.186701610352895,549303.6469691237,65.0,3.0,-256851.0855447476,0.00038333846447799995,1.97606691839
2019-04-15,747.0,175.0,21754642.84204852,9.884195334317857,2200952.3391870395,2.295267211301006,958908.9794645277,60.0,41.0,-57397.36823292248,0.000369857798493,1.8676312829300001
2019-04-16,651.0,234.0,7731205.153988702,4.478275228809814,1726380.0813875878,2.87958938250339,599523.005563644,71.0,51.0,-213820.3273938336,0.00036954400510299997,1.92858723232
2019-04-17,612.0,193.0,9042013.785153225,6.765267674398175,1336534.520189193,2.3669066906607656,564675.6272491985,78.0,101.0,-135589.40033029727,0.000371974225201,1.94626814193
2019-04-18,614.0,205.0,17733923.602617238,12.419130939973925,1427952.0594743374,2.462658615579493,579841.659920177,66.0,119.0,234905.55263255295,0.0003738877496996936,1.98091507451
2019-04-19,571.0,172.0,16910940.666439913,27.761450072584275,609151.9218997947,2.2136638468520196,275178.1499101819,64.0,109.0,14783.988465844346,0.000373652915987,1.97506564158
2019-04-20,612.0,203.0,12089741.781443268,23.305903158546283,518741.61233738565,2.088264881827202,248407.95669728157,72.0,4.0,-39687.71288466496,0.00036771815748747196,1.96209958195
2019-04-21,616.0,166.0,50981535.35414428,27.742463177500454,1837671.5516555533,1.8778748737886082,978591.0538054397,67.0,0.0,-87462.43988702488,0.000351430854011,1.8603918829800001
2019-04-22,609.0,233.0,76652208.4600674,64.78244267597664,1183225.0420605463,1.7153869270430648,689771.5165057,54.0,52.0,-48764.51644883505,0.00034782418039,1.8686642999
2019-04-23,681.0,216.0,19856009.727217715,14.725237842762194,1348433.888759049,1.9996665706160814,674329.3649918883,82.0,63.0,-74668.39258493985,0.000318273810294,1.7656013877699999
2019-04-24,728.0,207.0,53116041.656175934,15.841273776711253,3353015.8246657816,2.48425657384879,1349705.9281083194,77.0,58.0,-717297.6580723486,0.000307345785539,1.6724556394299999
2019-04-25,857.0,208.0,38264097.41946862,12.71873010852824,3008484.109102334,2.257436798910679,1332699.152664681,203.0,70.0,-168775.80588796752,0.000290206915442,1.50250670002
2019-04-26,819.0,288.0,13680984.529990451,7.119512249997816,1921618.2302368614,2.323239093522871,827128.9147958469,102.0,100.0,-243998.99277177232,0.00028700382491000004,1.5093858211
2019-04-27,618.0,216.0,17341192.225645658,10.359663328099943,1673914.6511266201,2.169290958014133,771641.3720080212,71.0,12.0,-222423.7612145224,0.00029723102211418533,1.56692656895
2019-04-28,671.0,256.0,21688553.195415165,20.658622851587676,1049854.7435241225,2.0953126057112206,501049.2184614942,64.0,11.0,-98974.00017293212,0.00028763328877928366,1.52018191459
2019-04-29,612.0,227.0,14765261.618498534,11.912338021018643,1239493.1702278822,1.475740705373885,839912.5711680173,36.0,105.0,-336255.9287304,0.000282287694166,1.47925604465
2019-04-30,679.0,207.0,12895027.929930998,9.60711069272195,1342237.8842475384,1.7204715208363237,780156.9906807158,82.0,107.0,413445.1222235712,0.000294675348179,1.57638921776
2019-05-01,548.0,164.0,15098947.135897819,10.537892994115712,1432824.1086077604,1.6443572915795959,871358.1384927384,79.0,15.0,435988.606190085,0.00029705713826200003,1.60375512001
2019-05-02,1194.0,177.0,10732995.31141851,8.282647465962864,1295841.1372118911,2.4354524705565486,532074.0818710246,96.0,54.0,-104233.13186926737,0.00030629167402154657,1.68630485481
2019-05-03,807.0,236.0,15989616.8035954,8.400439589001955,1903426.199806182,1.943443635105592,979409.0064787291,89.0,76.0,-99218.22322697463,0.000293907512152,1.6979159113
2019-05-04,703.0,148.0,12555412.943449832,5.4390811786094355,2308370.2065023743,2.90416602117566,794847.8804830522,110.0,10.0,-202532.3140882985,0.000276122443943,1.61081740239
2019-05-05,513.0,156.0,5005316.312502983,7.003009159371726,714737.9360206395,2.5982070290512067,275088.9086315967,88.0,0.0,-3446.910389788066,0.000272180125535,1.57536964008
2019-05-06,663.0,226.0,44730808.02456489,35.10595836927877,1274165.7001367845,2.6079979238800517,488560.85676676617,77.0,48.0,-56380.407292988515,0.00028830569483734384,1.65683718622
2019-05-07,705.0,220.0,25717704.926805574,13.639949978112275,1885469.152604974,2.431021513556633,775587.1933220772,83.0,87.0,28882.921681854375,0.000285927648945,1.66851612502
2019-05-08,547.0,156.0,5360622.160463768,6.23764055296703,859399.0171353973,2.832786939247107,303375.80466387153,57.0,86.0,101250.80476535072,0.00028285753225899997,1.6918723503700002
2019-05-09,537.0,180.0,10528868.299570298,18.220915450657913,577845.1872016191,2.29767508564181,251491.25340331148,38.0,126.0,42005.10343092572,0.000266814135177,1.6463177071800001
2019-05-10,628.0,210.0,9983466.203397967,11.395500640508333,876088.4245760198,1.9547292209181002,448189.1482465989,35.0,107.0,43066.69598256006,0.0002555341380027052,1.63022268338
2019-05-11,701.0,240.0,14264507.745419668,11.386144885242299,1252795.2076130738,2.9423317887263316,425783.11950175423,48.0,0.0,57443.35927997612,0.00024980338343400004,1.7930317363100001
2019-05-12,680.0,193.0,10628902.945878489,7.016125992555898,1514924.7543666891,3.7562018186937953,403312.92818911927,45.0,26.0,6694.983304521151,0.00023941773881700003,1.66576303185
2019-05-13,591.0,172.0,24261408.783634502,19.04513095100317,1273890.3631616444,2.585913617368719,492626.8049347623,43.0,79.0,66716.012104439,0.000225061016473,1.76004488345
2019-05-14,780.0,274.0,26845465.069926478,15.831219552157846,1695729.4402671177,3.06086810406421,554002.7804581113,55.0,69.0,7754.703920373808,0.000225358813509,1.80084458643
2019-05-15,1301.0,459.0,52886360.33121936,11.52333822194639,4589499.961955158,2.3992649338397403,1912877.5222877075,143.0,109.0,239582.5750549681,0.000274389671762,2.25206336874
2019-05-16,1445.0,499.0,88870951.10995346,19.450904397464935,4568988.119726514,2.797390266456326,1633303.7883607135,205.0,57.0,-38784.90363188873,0.000275757134256,2.17252375422
2019-05-17,924.0,268.0,15343182.455761047,6.972903098369646,2200400.9290403705,2.835050154532329,776141.7996512826,105.0,66.0,176533.83313841914,0.000279086610093,2.0418660839
2019-05-18,613.0,195.0,8911826.059679301,11.754439640803103,758166.8145832949,2.6199842696768814,289378.38419800857,69.0,7.0,56765.825241260354,0.00027073080641294294,1.9676614890700002
2019-05-19,800.0,250.0,37415118.41975589,41.27841377852317,906408.822308542,2.572964833505943,352281.85418821406,91.0,3.0,15255.480081958754,0.000252913066445,2.07380092995
2019-05-20,743.0,240.0,16752711.53172296,8.090683812946851,2070617.5051501805,2.3543415971369335,879488.9865040039,95.0,93.0,-115064.53454659904,0.000255012219937,2.03340718077
2019-05-21,755.0,274.0,16475714.684284378,10.859273357099816,1517202.3157067434,2.834781798181606,535209.5588732669,98.0,68.0,-33787.543662608696,0.00026283617962700003,2.09018357256
